words,sentence_id,labels
of,15,O
advanced,15,O
non-small-cell,15,O
lung,15,O
cancer,15,O
.,15,O
Despite,16,O
their,16,O
contributions,16,O
",",16,O
we,16,O
have,16,O
reached,16,O
a,16,O
therapeutic,16,O
plateau,16,O
",",16,O
with,16,O
response,16,O
rates,16,O
seldom,16,O
exceeding,16,O
30-40,16,O
%,16,O
in,16,O
cooperative,16,O
group,16,O
studies,16,O
and,16,O
1-year,16,O
survival,16,O
rates,16,O
stable,16,O
between,16,O
30,16,O
%,16,O
and,16,O
40,16,O
%,16,O
.,16,O
It,17,O
is,17,O
doubtful,17,O
that,17,O
substituting,17,O
one,17,O
agent,17,O
for,17,O
another,17,O
in,17,O
various,17,O
combinations,17,O
will,17,O
lead,17,O
to,17,O
any,17,O
further,17,O
improvement,17,O
in,17,O
these,17,O
rates,17,O
.,17,O
The,18,O
thrust,18,O
of,18,O
current,18,O
research,18,O
has,18,O
focused,18,O
on,18,O
targeted,18,O
therapy,18,O
",",18,O
and,18,O
epidermal,18,B-GENE-Y
growth,18,I-GENE-Y
factor,18,I-GENE-Y
receptor,18,I-GENE-Y
inhibition,18,O
is,18,O
one,18,O
of,18,O
the,18,O
most,18,O
promising,18,O
clinical,18,O
strategies,18,O
.,18,O
Epidermal,19,B-GENE-Y
growth,19,I-GENE-Y
factor,19,I-GENE-Y
receptor,19,I-GENE-Y
inhibitors,19,O
currently,19,O
under,19,O
investigation,19,O
include,19,O
the,19,O
small,19,O
molecules,19,O
gefitinib,19,B-CHEMICAL
(,19,O
Iressa,19,B-CHEMICAL
",",19,O
ZD1839,19,B-CHEMICAL
),19,O
and,19,O
erlotinib,19,B-CHEMICAL
(,19,O
Tarceva,19,B-CHEMICAL
",",19,O
OSI-774,19,B-CHEMICAL
),19,O
",",19,O
as,19,O
well,19,O
as,19,O
monoclonal,19,O
antibodies,19,O
such,19,O
as,19,O
cetuximab,19,B-CHEMICAL
(,19,O
IMC-225,19,B-CHEMICAL
",",19,O
Erbitux,19,B-CHEMICAL
),19,O
.,19,O
Agents,20,O
that,20,O
have,20,O
only,20,O
begun,20,O
to,20,O
undergo,20,O
clinical,20,O
evaluation,20,O
include,20,O
CI-1033,20,B-CHEMICAL
",",20,O
an,20,O
irreversible,20,O
pan-erbB,20,O
tyrosine,20,B-GENE-N
kinase,20,I-GENE-N
inhibitor,20,O
",",20,O
and,20,O
PKI166,20,B-CHEMICAL
and,20,O
GW572016,20,B-CHEMICAL
",",20,O
both,20,O
examples,20,O
of,20,O
dual,20,O
kinase,20,B-GENE-N
inhibitors,20,O
(,20,O
inhibiting,20,O
epidermal,20,B-GENE-Y
growth,20,I-GENE-Y
factor,20,I-GENE-Y
receptor,20,I-GENE-Y
and,20,O
Her2,20,B-GENE-Y
),20,O
.,20,O
Preclinical,21,O
models,21,O
have,21,O
demonstrated,21,O
synergy,21,O
for,21,O
all,21,O
these,21,O
agents,21,O
in,21,O
combination,21,O
with,21,O
either,21,O
chemotherapy,21,O
or,21,O
radiotherapy,21,O
",",21,O
leading,21,O
to,21,O
great,21,O
enthusiasm,21,O
regarding,21,O
their,21,O
ultimate,21,O
contribution,21,O
to,21,O
lung,21,O
cancer,21,O
therapy,21,O
.,21,O
However,22,O
",",22,O
serious,22,O
clinical,22,O
challenges,22,O
persist,22,O
.,22,O
These,23,O
include,23,O
the,23,O
identification,23,O
of,23,O
the,23,O
optimal,23,O
dose,23,O
(,23,O
s,23,O
),23,O
;,23,O
the,23,O
proper,23,O
integration,23,O
of,23,O
these,23,O
agents,23,O
into,23,O
popular,23,O
",",23,O
established,23,O
cytotoxic,23,O
regimens,23,O
;,23,O
and,23,O
the,23,O
selection,23,O
of,23,O
the,23,O
optimal,23,O
setting,23,O
(,23,O
s,23,O
),23,O
in,23,O
which,23,O
to,23,O
test,23,O
these,23,O
compounds,23,O
.,23,O
Both,24,O
gefitinib,24,B-CHEMICAL
and,24,O
erlotinib,24,B-CHEMICAL
have,24,O
shown,24,O
clinical,24,O
activity,24,O
in,24,O
pretreated,24,O
",",24,O
advanced,24,O
non-small-cell,24,O
lung,24,O
cancer,24,O
",",24,O
but,24,O
placebo-controlled,24,O
randomized,24,O
Phase,24,O
III,24,O
studies,24,O
evaluating,24,O
gefitinib,24,B-CHEMICAL
in,24,O
combination,24,O
with,24,O
standard,24,O
cytotoxic,24,O
therapy,24,O
",",24,O
to,24,O
our,24,O
chagrin,24,O
",",24,O
have,24,O
failed,24,O
to,24,O
demonstrate,24,O
a,24,O
survival,24,O
advantage,24,O
compared,24,O
with,24,O
chemotherapy,24,O
alone,24,O
.,24,O
Effects,25,O
of,25,O
chronic,25,O
social,25,O
defeat,25,O
stress,25,O
on,25,O
behavior,25,O
and,25,O
choline,25,B-GENE-Y
acetyltransferase,25,I-GENE-Y
",",25,O
78-kDa,25,B-GENE-Y
glucose-regulated,25,I-GENE-Y
protein,25,I-GENE-Y
",",25,O
and,25,O
CCAAT/enhancer-binding,25,B-GENE-Y
protein,25,I-GENE-Y
(,25,I-GENE-Y
C/EBP,25,I-GENE-Y
),25,I-GENE-Y
homologous,25,I-GENE-Y
protein,25,I-GENE-Y
in,25,O
adult,25,O
mice,25,O
.,25,O
RATIONALE,26,O
:,26,O
Social,26,O
defeat,26,O
stress,26,O
induces,26,O
physiological,26,O
and,26,O
behavioral,26,O
symptoms,26,O
",",26,O
including,26,O
anxiety,26,O
",",26,O
anhedonia,26,O
",",26,O
immune,26,O
deficits,26,O
",",26,O
and,26,O
altered,26,O
expression,26,O
of,26,O
key,26,O
brain,26,O
genes,26,O
.,26,O
OBJECTIVES,27,O
:,27,O
The,27,O
present,27,O
study,27,O
investigated,27,O
the,27,O
effects,27,O
of,27,O
social,27,O
defeat,27,O
stress,27,O
on,27,O
the,27,O
behaviors,27,O
and,27,O
expressions,27,O
of,27,O
Chat,27,B-GENE-Y
",",27,O
Grp78,27,B-GENE-Y
",",27,O
and,27,O
chop,27,B-GENE-Y
in,27,O
the,27,O
brains,27,O
of,27,O
adult,27,O
mice,27,O
.,27,O
METHODS,28,O
:,28,O
Adult,28,O
mice,28,O
were,28,O
divided,28,O
into,28,O
susceptible,28,O
and,28,O
unsusceptible,28,O
groups,28,O
after,28,O
10,28,O
days,28,O
of,28,O
social,28,O
defeat,28,O
stress,28,O
.,28,O
In,29,O
experiment,29,O
1,29,O
",",29,O
behavioral,29,O
tests,29,O
were,29,O
conducted,29,O
",",29,O
and,29,O
brains,29,O
were,29,O
processed,29,O
for,29,O
Western,29,O
blotting,29,O
at,29,O
day,29,O
27,29,O
after,29,O
stress,29,O
.,29,O
In,30,O
experiment,30,O
2,30,O
",",30,O
social,30,O
avoidance,30,O
tests,30,O
were,30,O
conducted,30,O
",",30,O
and,30,O
brains,30,O
were,30,O
processed,30,O
for,30,O
Western,30,O
blotting,30,O
at,30,O
day,30,O
12,30,O
after,30,O
stress,30,O
.,30,O
RESULTS,31,O
:,31,O
The,31,O
results,31,O
indicate,31,O
decreased,31,O
and,31,O
increased,31,O
locomotion,31,O
and,31,O
anxiety,31,O
behavior,31,O
in,31,O
all,31,O
defeated,31,O
mice,31,O
.,31,O
Decrease,32,O
in,32,O
social,32,O
interaction,32,O
",",32,O
increased,32,O
immobility,32,O
",",32,O
and,32,O
impaired,32,O
memory,32,O
performance,32,O
were,32,O
only,32,O
observed,32,O
in,32,O
susceptible,32,O
mice,32,O
.,32,O
A,33,O
decrease,33,O
in,33,O
the,33,O
Chat,33,O
level,33,O
at,33,O
days,33,O
12,33,O
and,33,O
27,33,O
was,33,O
noted,33,O
in,33,O
the,33,O
prefrontal,33,O
cortex,33,O
(,33,O
PFC,33,O
),33,O
",",33,O
amygdala,33,O
(,33,O
Amyg,33,O
),33,O
",",33,O
and,33,O
dorsal,33,O
hippocampus,33,O
(,33,O
HIP,33,O
),33,O
in,33,O
defeated,33,O
mice,33,O
.,33,O
The,34,O
expression,34,O
levels,34,O
of,34,O
Grp78,34,B-GENE-Y
and,34,O
chop,34,B-GENE-Y
measured,34,O
on,34,O
days,34,O
12,34,O
and,34,O
27,34,O
were,34,O
significantly,34,O
greater,34,O
in,34,O
the,34,O
Amyg,34,O
of,34,O
susceptible,34,O
mice,34,O
.,34,O
In,35,O
the,35,O
PFC,35,O
and,35,O
HIP,35,O
",",35,O
defeated,35,O
mice,35,O
displayed,35,O
different,35,O
patterns,35,O
in,35,O
the,35,O
levels,35,O
of,35,O
Grp78,35,B-GENE-Y
and,35,O
chop,35,B-GENE-Y
expressions,35,O
measured,35,O
on,35,O
days,35,O
12,35,O
and,35,O
27,35,O
.,35,O
CONCLUSIONS,36,O
:,36,O
The,36,O
present,36,O
study,36,O
demonstrated,36,O
that,36,O
chronic,36,O
social,36,O
defeat,36,O
stress,36,O
in,36,O
mice,36,O
produces,36,O
stress-related,36,O
behaviors,36,O
.,36,O
Different,37,O
response,37,O
patterns,37,O
were,37,O
noted,37,O
for,37,O
Grp78,37,B-GENE-Y
and,37,O
chop,37,B-GENE-Y
expression,37,O
among,37,O
the,37,O
groups,37,O
in,37,O
terms,37,O
of,37,O
brain,37,O
regions,37,O
and,37,O
time-course,37,O
effects,37,O
.,37,O
Hepatocyte,38,B-GENE-Y
growth,38,I-GENE-Y
factor,38,I-GENE-Y
activator,38,I-GENE-Y
inhibitor,38,I-GENE-Y
type,38,I-GENE-Y
2,38,I-GENE-Y
(,38,O
HAI-2,38,B-GENE-Y
),38,O
modulates,38,O
hepcidin,38,B-GENE-Y
expression,38,O
by,38,O
inhibiting,38,O
the,38,O
cell,38,O
surface,38,O
protease,38,B-GENE-N
matriptase-2,38,B-GENE-Y
.,38,O
Matriptase-2,39,B-GENE-Y
",",39,O
a,39,O
recently,39,O
identified,39,O
cell,39,O
surface,39,O
protease,39,B-GENE-N
",",39,O
is,39,O
the,39,O
key,39,O
enzyme,39,O
of,39,O
iron,39,B-CHEMICAL
homoeostasis,39,O
modulating,39,O
the,39,O
expression,39,O
of,39,O
the,39,O
liver,39,O
peptide,39,O
hormone,39,O
hepcidin,39,B-GENE-Y
.,39,O
HAI,40,B-GENE-N
(,40,B-GENE-N
hepatocyte,40,I-GENE-N
growth,40,I-GENE-N
factor,40,I-GENE-N
activator,40,I-GENE-N
inhibitor,40,I-GENE-N
),40,I-GENE-N
types,40,I-GENE-N
1,40,I-GENE-N
and,40,I-GENE-N
2,40,I-GENE-N
(,40,O
HAI-1,40,B-GENE-Y
and,40,O
HAI-2,40,B-GENE-Y
respectively,40,O
),40,O
have,40,O
been,40,O
shown,40,O
to,40,O
inhibit,40,O
the,40,O
close,40,O
homologue,40,O
",",40,O
i.e,40,O
.,40,O
matriptase,41,B-GENE-N
.,41,O
By,42,O
co-expressing,42,O
matriptase-2,42,B-GENE-Y
and,42,O
the,42,O
inhibitor,42,O
HAI-2,42,B-GENE-Y
we,42,O
have,42,O
identified,42,O
HAI-2,42,B-GENE-Y
displaying,42,O
high,42,O
inhibitory,42,O
potential,42,O
against,42,O
matriptase-2,42,B-GENE-N
at,42,O
the,42,O
cell,42,O
surface,42,O
as,42,O
well,42,O
as,42,O
in,42,O
conditioned,42,O
medium,42,O
.,42,O
Accordingly,43,O
",",43,O
complex,43,O
formation,43,O
between,43,O
matriptase-2,43,B-GENE-Y
and,43,O
HAI-2,43,B-GENE-Y
was,43,O
demonstrated,43,O
by,43,O
isolation,43,O
of,43,O
the,43,O
complex,43,O
via,43,O
immobilizing,43,O
either,43,O
HAI-2,43,B-GENE-Y
or,43,O
matriptase-2,43,B-GENE-Y
from,43,O
lysates,43,O
and,43,O
conditioned,43,O
medium,43,O
of,43,O
co-expressing,43,O
cells,43,O
.,43,O
Furthermore,44,O
",",44,O
HAI-2,44,B-GENE-Y
indirectly,44,O
influences,44,O
the,44,O
expression,44,O
of,44,O
the,44,O
hepcidin-encoding,44,B-GENE-Y
gene,44,O
HAMP,44,B-GENE-Y
.,44,O
The,45,O
inhibitor,45,O
abrogates,45,O
the,45,O
matriptase-2-mediated,45,B-GENE-Y
suppression,45,O
of,45,O
HAMP,45,B-GENE-Y
expression,45,O
",",45,O
presumably,45,O
by,45,O
inhibiting,45,O
the,45,O
supposed,45,O
potential,45,O
of,45,O
matriptase-2,45,B-GENE-Y
to,45,O
cleave,45,O
membrane-bound,45,O
HJV,45,O
(,45,O
haemojuvelin,45,O
),45,O
.,45,O
Taken,46,O
together,46,O
",",46,O
the,46,O
results,46,O
of,46,O
the,46,O
present,46,O
study,46,O
have,46,O
characterized,46,O
HAI-2,46,B-GENE-Y
as,46,O
an,46,O
inhibitor,46,O
of,46,O
matriptase-2,46,B-GENE-Y
that,46,O
modulates,46,O
the,46,O
synthesis,46,O
of,46,O
hepcidin,46,B-GENE-Y
and,46,O
provides,46,O
new,46,O
insights,46,O
into,46,O
the,46,O
regulatory,46,O
mechanism,46,O
of,46,O
iron,46,B-CHEMICAL
homoeostasis,46,O
",",46,O
with,46,O
clinical,46,O
importance,46,O
for,46,O
a,46,O
treatment,46,O
of,46,O
iron,46,B-CHEMICAL
overload,46,O
diseases,46,O
.,46,O
Alprenolol,47,B-CHEMICAL
and,47,O
bromoacetylalprenololmenthane,47,B-CHEMICAL
are,47,O
competitive,47,O
slowly,47,O
reversible,47,O
antagonists,47,O
at,47,O
the,47,O
beta,47,B-GENE-Y
1-adrenoceptors,47,I-GENE-Y
of,47,O
rat,47,O
left,47,O
atria,47,O
.,47,O
We,48,O
studied,48,O
the,48,O
effects,48,O
of,48,O
alprenolol,48,B-CHEMICAL
and,48,O
bromoacetylalprenololmenthane,48,B-CHEMICAL
(,48,O
BAAM,48,B-CHEMICAL
),48,O
on,48,O
rat,48,O
left,48,O
atria,48,O
.,48,O
Alprenolol,49,B-CHEMICAL
and,49,O
BAAM,49,B-CHEMICAL
at,49,O
10,49,O
(,49,O
-7,49,O
),49,O
",",49,O
3,49,O
x,49,O
10,49,O
(,49,O
-7,49,O
),49,O
",",49,O
and,49,O
10,49,O
(,49,O
-6,49,O
),49,O
M,49,O
inhibited,49,O
the,49,O
cardiac,49,O
stimulation,49,O
response,49,O
slightly,49,O
",",49,O
which,49,O
is,49,O
indicative,49,O
of,49,O
membrane-stabilizing,49,O
activity,49,O
independent,49,O
of,49,O
beta-adrenoceptor,49,B-GENE-N
blockade,49,O
.,49,O
This,50,O
membrane-stabilizing,50,O
activity,50,O
was,50,O
readily,50,O
reversible,50,O
.,50,O
Alprenolol,51,B-CHEMICAL
and,51,O
BAAM,51,B-CHEMICAL
also,51,O
caused,51,O
surmountable,51,O
antagonism,51,O
of,51,O
isoprenaline,51,B-CHEMICAL
responses,51,O
",",51,O
and,51,O
this,51,O
beta,51,B-GENE-Y
1-adrenoceptor,51,I-GENE-Y
antagonism,51,O
was,51,O
slowly,51,O
reversible,51,O
.,51,O
Inhibition,52,O
of,52,O
the,52,O
isoprenaline,52,B-CHEMICAL
responses,52,O
with,52,O
alprenolol,52,B-CHEMICAL
and,52,O
BAAM,52,B-CHEMICAL
at,52,O
10,52,O
(,52,O
-6,52,O
),52,O
M,52,O
was,52,O
at,52,O
equilibrium,52,O
after,52,O
60,52,O
min,52,O
",",52,O
which,52,O
is,52,O
indicative,52,O
of,52,O
reversible,52,O
antagonism,52,O
.,52,O
We,53,O
conclude,53,O
that,53,O
alprenolol,53,B-CHEMICAL
and,53,O
BAAM,53,B-CHEMICAL
are,53,O
competitive,53,O
slowly,53,O
reversible,53,O
beta,53,B-GENE-Y
1-adrenoceptor,53,I-GENE-Y
antagonists,53,O
on,53,O
rat,53,O
left,53,O
atria,53,O
.,53,O
Covalent,54,O
linkage,54,O
of,54,O
apolipoprotein,54,B-GENE-Y
e,54,I-GENE-Y
to,54,O
albumin,54,B-GENE-Y
nanoparticles,54,O
strongly,54,O
enhances,54,O
drug,54,O
transport,54,O
into,54,O
the,54,O
brain,54,O
.,54,O
Drug,55,O
delivery,55,O
to,55,O
the,55,O
brain,55,O
is,55,O
becoming,55,O
more,55,O
and,55,O
more,55,O
important,55,O
but,55,O
is,55,O
severely,55,O
restricted,55,O
by,55,O
the,55,O
blood-brain,55,O
barrier,55,O
.,55,O
Nanoparticles,56,O
coated,56,O
with,56,O
polysorbates,56,B-CHEMICAL
have,56,O
previously,56,O
been,56,O
shown,56,O
to,56,O
enable,56,O
the,56,O
transport,56,O
of,56,O
several,56,O
drugs,56,O
across,56,O
the,56,O
blood-brain,56,O
barrier,56,O
",",56,O
which,56,O
under,56,O
normal,56,O
circumstances,56,O
is,56,O
impermeable,56,O
to,56,O
these,56,O
compounds,56,O
.,56,O
Apolipoprotein,57,B-GENE-Y
E,57,I-GENE-Y
was,57,O
suggested,57,O
to,57,O
mediate,57,O
this,57,O
drug,57,O
transport,57,O
across,57,O
the,57,O
blood-brain,57,O
barrier,57,O
.,57,O
In,58,O
the,58,O
present,58,O
study,58,O
",",58,O
apolipoprotein,58,B-GENE-Y
E,58,I-GENE-Y
was,58,O
coupled,58,O
by,58,O
chemical,58,O
methods,58,O
to,58,O
nanoparticles,58,O
made,58,O
of,58,O
human,58,B-GENE-Y
serum,58,I-GENE-Y
albumin,58,I-GENE-Y
(,58,O
HSA-NP,58,B-GENE-Y
),58,O
.,58,O
Loperamide,59,B-CHEMICAL
",",59,O
which,59,O
does,59,O
not,59,O
cross,59,O
the,59,O
blood-brain,59,O
barrier,59,O
but,59,O
exerts,59,O
antinociceptive,59,O
effects,59,O
after,59,O
direct,59,O
injection,59,O
into,59,O
the,59,O
brain,59,O
",",59,O
was,59,O
used,59,O
as,59,O
model,59,O
drug,59,O
.,59,O
Apolipoprotein,60,B-GENE-Y
E,60,I-GENE-Y
was,60,O
chemically,60,O
bound,60,O
via,60,O
linkers,60,O
to,60,O
loperamide-loaded,60,B-CHEMICAL
HSA-NP,60,B-GENE-Y
.,60,O
This,61,O
preparation,61,O
induced,61,O
antinociceptive,61,O
effects,61,O
in,61,O
the,61,O
tail-flick,61,O
test,61,O
in,61,O
ICR,61,O
mice,61,O
after,61,O
i.v,61,O
.,61,O
injection,62,O
.,62,O
In,63,O
contrast,63,O
",",63,O
nanoparticles,63,O
linked,63,O
to,63,O
apolipoprotein,63,B-GENE-Y
E,63,I-GENE-Y
variants,63,O
that,63,O
do,63,O
not,63,O
recognize,63,O
lipoprotein,63,B-GENE-N
receptors,63,I-GENE-N
failed,63,O
to,63,O
induce,63,O
these,63,O
effects,63,O
.,63,O
These,64,O
results,64,O
indicate,64,O
that,64,O
apolipoprotein,64,B-GENE-Y
E,64,I-GENE-Y
attached,64,O
to,64,O
the,64,O
surface,64,O
of,64,O
nanoparticles,64,O
facilitates,64,O
transport,64,O
of,64,O
drugs,64,O
across,64,O
the,64,O
blood-brain,64,O
barrier,64,O
",",64,O
probably,64,O
after,64,O
interaction,64,O
with,64,O
lipoprotein,64,B-GENE-N
receptors,64,I-GENE-N
on,64,O
the,64,O
brain,64,O
capillary,64,O
endothelial,64,O
cell,64,O
membranes,64,O
.,64,O
Discovery,65,O
and,65,O
optimization,65,O
of,65,O
anthranilic,65,B-CHEMICAL
acid,65,I-CHEMICAL
sulfonamides,65,I-CHEMICAL
as,65,O
inhibitors,65,O
of,65,O
methionine,65,B-GENE-Y
aminopeptidase-2,65,I-GENE-Y
:,65,O
a,65,O
structural,65,O
basis,65,O
for,65,O
the,65,O
reduction,65,O
of,65,O
albumin,65,B-GENE-Y
binding,65,O
.,65,O
Methionine,66,B-GENE-Y
aminopeptidase-2,66,I-GENE-Y
(,66,O
MetAP2,66,B-GENE-Y
),66,O
is,66,O
a,66,O
novel,66,O
target,66,O
for,66,O
cancer,66,O
therapy,66,O
.,66,O
As,67,O
part,67,O
of,67,O
an,67,O
effort,67,O
to,67,O
discover,67,O
orally,67,O
active,67,O
reversible,67,O
inhibitors,67,O
of,67,O
MetAP2,67,B-GENE-Y
",",67,O
a,67,O
series,67,O
of,67,O
anthranilic,67,B-CHEMICAL
acid,67,I-CHEMICAL
sulfonamides,67,I-CHEMICAL
with,67,O
micromolar,67,O
affinities,67,O
for,67,O
human,67,B-GENE-Y
MetAP2,67,I-GENE-Y
were,67,O
identified,67,O
using,67,O
affinity,67,O
selection,67,O
by,67,O
mass,67,O
spectrometry,67,O
(,67,O
ASMS,67,O
),67,O
screening,67,O
.,67,O
These,68,O
micromolar,68,O
hits,68,O
were,68,O
rapidly,68,O
improved,68,O
to,68,O
nanomolar,68,O
leads,68,O
on,68,O
the,68,O
basis,68,O
of,68,O
insights,68,O
from,68,O
protein,68,O
crystallography,68,O
;,68,O
however,68,O
",",68,O
the,68,O
compounds,68,O
displayed,68,O
extensive,68,O
binding,68,O
to,68,O
human,68,B-GENE-Y
serum,68,I-GENE-Y
albumin,68,I-GENE-Y
and,68,O
had,68,O
limited,68,O
activity,68,O
in,68,O
cellular,68,O
assays,68,O
.,68,O
Modifications,69,O
based,69,O
on,69,O
structural,69,O
information,69,O
on,69,O
the,69,O
binding,69,O
of,69,O
lead,69,O
compounds,69,O
to,69,O
both,69,O
MetAP2,69,B-GENE-Y
and,69,O
domain,69,B-GENE-N
III,69,I-GENE-N
of,69,I-GENE-N
albumin,69,I-GENE-N
allowed,69,O
the,69,O
identification,69,O
of,69,O
compounds,69,O
with,69,O
significant,69,O
improvements,69,O
in,69,O
both,69,O
parameters,69,O
",",69,O
which,69,O
showed,69,O
good,69,O
cellular,69,O
activity,69,O
in,69,O
both,69,O
proliferation,69,O
and,69,O
methionine,69,B-CHEMICAL
processing,69,O
assays,69,O
.,69,O
Keratinocyte,70,B-GENE-Y
growth,70,I-GENE-Y
factor,70,I-GENE-Y
and,70,O
acidic,70,B-GENE-Y
fibroblast,70,I-GENE-Y
growth,70,I-GENE-Y
factor,70,I-GENE-Y
are,70,O
mitogens,70,O
for,70,O
primary,70,O
cultures,70,O
of,70,O
mammary,70,O
epithelium,70,O
.,70,O
Mammary,71,O
epithelial,71,O
cells,71,O
derived,71,O
from,71,O
the,71,O
entire,71,O
mammary,71,O
parenchyma,71,O
or,71,O
only,71,O
end,71,O
buds,71,O
were,71,O
isolated,71,O
by,71,O
