words,sentence_id,labels
to,18,O
have,18,O
low,18,O
quantities,18,O
of,18,O
an,18,O
abnormal,18,O
C6,18,O
which,18,O
was,18,O
both,18,O
antigenically,18,O
deficient,18,O
and,18,O
smaller,18,O
in,18,O
size,18,O
than,18,O
normal,18,O
C6,18,O
(,18,O
110,18,O
",",18,O
000,18,O
daltons,18,O
compared,18,O
with,18,O
140,18,O
",",18,O
000,18,O
daltons,18,O
),18,O
and,18,O
small,18,O
quantities,18,O
of,18,O
apparently,18,O
normal,18,O
C7,18,O
.,18,O
It,19,O
is,19,O
concluded,19,O
that,19,O
the,19,O
most,19,O
likely,19,O
explanation,19,O
for,19,O
this,19,O
defect,19,O
is,19,O
that,19,O
the,19,O
subject,19,O
has,19,O
a,19,O
structural,19,O
mutation,19,O
in,19,O
his,19,O
C6,19,O
gene,19,O
which,19,O
produces,19,O
hyopsynthesis,19,O
not,19,O
only,19,O
of,19,O
C6,19,O
but,19,O
also,19,O
of,19,O
the,19,O
closely,19,O
linked,19,O
gene,19,O
for,19,O
C7,19,O
.,19,O
These,20,O
findings,20,O
suggest,20,O
the,20,O
possibility,20,O
that,20,O
C6,20,O
and,20,O
C7,20,O
may,20,O
function,20,O
as,20,O
a,20,O
single,20,O
genetic,20,O
unit,20,O
and,20,O
that,20,O
the,20,O
primary,20,O
transcript,20,O
copied,20,O
from,20,O
the,20,O
genome,20,O
includes,20,O
information,20,O
for,20,O
both,20,O
proteins,20,O
..,20,O
HLA,21,O
B27,21,O
and,21,O
the,21,O
genetics,21,O
of,21,O
ankylosing,21,B-SpecificDisease
spondylitis,21,I-SpecificDisease
.,21,O
One,22,O
hundred,22,O
and,22,O
twenty-eight,22,O
of,22,O
145,22,O
patients,22,O
with,22,O
ankylosing,22,B-SpecificDisease
spondylitis,22,I-SpecificDisease
(,22,O
AS,22,B-SpecificDisease
),22,O
were,22,O
found,22,O
to,22,O
be,22,O
HLA,22,O
B27,22,O
positive,22,O
.,22,O
Five,23,O
patients,23,O
had,23,O
evidence,23,O
of,23,O
a,23,O
sero-negative,23,O
peripheral,23,B-SpecificDisease
arthritis,23,I-SpecificDisease
resembling,23,O
peripheral,23,B-SpecificDisease
psoriatic,23,I-SpecificDisease
arthritis,23,I-SpecificDisease
and,23,O
3,23,O
of,23,O
these,23,O
were,23,O
B27,23,O
negative,23,O
.,23,O
One,24,O
further,24,O
B27,24,O
negative,24,O
patients,24,O
had,24,O
a,24,O
sister,24,O
with,24,O
ankylosing,24,B-SpecificDisease
spondylitis,24,I-SpecificDisease
and,24,O
ulcerative,24,B-SpecificDisease
colitis,24,I-SpecificDisease
and,24,O
a,24,O
mother,24,O
with,24,O
ulcerative,24,B-SpecificDisease
colitis,24,I-SpecificDisease
.,24,O
There,25,O
was,25,O
evidence,25,O
of,25,O
a,25,O
somewhat,25,O
later,25,O
age,25,O
of,25,O
onset,25,O
of,25,O
symptoms,25,O
in,25,O
B27,25,O
negative,25,O
patients,25,O
.,25,O
These,26,O
findings,26,O
are,26,O
interpreted,26,O
as,26,O
suggesting,26,O
some,26,O
degree,26,O
of,26,O
clinical,26,O
and,26,O
genetic,26,O
heterogeneity,26,O
in,26,O
ankylosing,26,B-SpecificDisease
spondylitis,26,I-SpecificDisease
with,26,O
genes,26,O
for,26,O
psoriasis,26,B-SpecificDisease
and,26,O
inflammatory,26,B-SpecificDisease
bowel,26,I-SpecificDisease
disease,26,I-SpecificDisease
being,26,O
important,26,O
in,26,O
some,26,O
individuals,26,O
",",26,O
particularly,26,O
those,26,O
who,26,O
are,26,O
B27,26,O
negative,26,O
.,26,O
Twenty-five,27,O
first-degree,27,O
relatives,27,O
with,27,O
ankylosing,27,B-SpecificDisease
spondylitis,27,I-SpecificDisease
were,27,O
all,27,O
B27,27,O
positive,27,O
.,27,O
The,28,O
only,28,O
instance,28,O
of,28,O
disassociation,28,O
of,28,O
B27,28,O
and,28,O
spondylitis,28,B-SpecificDisease
in,28,O
a,28,O
family,28,O
was,28,O
where,28,O
the,28,O
proband,28,O
had,28,O
ulcerative,28,B-SpecificDisease
colitis,28,I-SpecificDisease
as,28,O
well,28,O
as,28,O
spondylitis,28,B-SpecificDisease
.,28,O
Of,29,O
13,29,O
B27,29,O
positive,29,O
fathers,29,O
3,29,O
could,29,O
be,29,O
diagnosed,29,O
as,29,O
having,29,O
definite,29,O
ankylosing,29,B-SpecificDisease
spondylitis,29,I-SpecificDisease
(,29,O
23,29,O
%,29,O
),29,O
.,29,O
These,30,O
findings,30,O
are,30,O
thought,30,O
to,30,O
provide,30,O
evidence,30,O
against,30,O
the,30,O
concept,30,O
that,30,O
the,30,O
gene,30,O
for,30,O
ankylosing,30,B-SpecificDisease
spondylitis,30,I-SpecificDisease
is,30,O
not,30,O
B27,30,O
but,30,O
a,30,O
closely,30,O
linked,30,O
gene,30,O
and,30,O
favour,30,O
the,30,O
occurrence,30,O
of,30,O
an,30,O
environmental,30,O
event,30,O
affecting,30,O
approximately,30,O
one-fifth,30,O
of,30,O
B27,30,O
positive,30,O
males,30,O
to,30,O
result,30,O
in,30,O
disease,30,O
..,30,O
Carrier,31,O
detection,31,O
of,31,O
pyruvate,31,B-SpecificDisease
carboxylase,31,I-SpecificDisease
deficiency,31,I-SpecificDisease
in,31,O
fibroblasts,31,O
and,31,O
lymphocytes,31,O
.,31,O
Pyruvate,32,O
carboxylase,32,O
(,32,O
E.,32,O
C.,32,O
6,32,O
.,32,O
4,33,O
.,33,O
1,34,O
.,34,O
1,35,O
),35,O
activity,35,O
was,35,O
determined,35,O
in,35,O
the,35,O
circulating,35,O
peripheral,35,O
lymphocytes,35,O
and,35,O
cultured,35,O
skin,35,O
fibroblasts,35,O
from,35,O
the,35,O
family,35,O
of,35,O
a,35,O
patient,35,O
with,35,O
hepatic,35,O
",",35,O
cerebral,35,O
",",35,O
renal,35,O
cortical,35,O
",",35,O
leukocyte,35,O
",",35,O
and,35,O
fibroblast,35,O
pyruvate,35,B-SpecificDisease
carboxylase,35,I-SpecificDisease
deficiency,35,I-SpecificDisease
(,35,O
PC,35,B-SpecificDisease
Portland,35,I-SpecificDisease
deficiency,35,I-SpecificDisease
),35,O
.,35,O
Lymphocyte,36,O
activities,36,O
were,36,O
mother,36,O
",",36,O
33,36,O
--,36,O
39,36,O
%,36,O
;,36,O
father,36,O
",",36,O
11,36,O
--,36,O
29,36,O
%,36,O
;,36,O
brother,36,O
",",36,O
82,36,O
--,36,O
103,36,O
%,36,O
;,36,O
and,36,O
sister,36,O
",",36,O
38,36,O
--,36,O
48,36,O
%,36,O
of,36,O
the,36,O
lowest,36,O
normal,36,O
.,36,O
Fibroblasts,37,O
from,37,O
the,37,O
patients,37,O
mother,37,O
and,37,O
father,37,O
had,37,O
42,37,O
and,37,O
34,37,O
%,37,O
",",37,O
respectively,37,O
",",37,O
of,37,O
the,37,O
activity,37,O
of,37,O
the,37,O
lowest,37,O
normal,37,O
.,37,O
These,38,O
data,38,O
demonstrate,38,O
that,38,O
the,38,O
disease,38,O
is,38,O
inherited,38,O
in,38,O
an,38,O
autosomal,38,O
recessive,38,O
manner,38,O
and,38,O
that,38,O
lymphocytes,38,O
and,38,O
fibroblasts,38,O
can,38,O
be,38,O
used,38,O
to,38,O
detect,38,O
carriers,38,O
.,38,O
Neither,39,O
pyruvate,39,O
carboxylase,39,O
nor,39,O
mitochondrial,39,O
PEPCK,39,O
activity,39,O
in,39,O
lymphocytes,39,O
was,39,O
increased,39,O
by,39,O
a,39,O
21-hr,39,O
fast,39,O
.,39,O
Prenatal,40,O
diagnosis,40,O
of,40,O
Wolman,40,B-SpecificDisease
disease,40,I-SpecificDisease
.,40,O
Two,41,O
pregnancies,41,O
at,41,O
risk,41,O
for,41,O
Wolman,41,B-SpecificDisease
disease,41,I-SpecificDisease
were,41,O
monitored,41,O
by,41,O
assay,41,O
and,41,O
electrophoresis,41,O
of,41,O
acid,41,O
lipase,41,O
in,41,O
cultured,41,O
amniotic-fluid,41,O
cells,41,O
.,41,O
Cells,42,O
from,42,O
patient,42,O
1,42,O
had,42,O
5,42,O
%,42,O
of,42,O
control,42,O
levels,42,O
of,42,O
acid,42,O
lipase,42,O
",",42,O
using,42,O
14C-triolein,42,O
as,42,O
substrate,42,O
;,42,O
however,42,O
",",42,O
when,42,O
artificial,42,O
substrates,42,O
(,42,O
esters,42,O
of,42,O
4-methylumbelliferone,42,O
and,42,O
p-nitrophenol,42,O
),42,O
were,42,O
used,42,O
to,42,O
measure,42,O
acid,42,O
lipase,42,O
",",42,O
these,42,O
cells,42,O
had,42,O
30,42,O
%,42,O
of,42,O
control,42,O
levels,42,O
.,42,O
Electrophoresis,43,O
of,43,O
cell,43,O
extracts,43,O
revealed,43,O
the,43,O
absence,43,O
of,43,O
the,43,O
A,43,O
form,43,O
of,43,O
acid,43,O
lipase,43,O
",",43,O
consistent,43,O
with,43,O
the,43,O
diagnosis,43,O
of,43,O
Wolman,43,B-SpecificDisease
disease,43,I-SpecificDisease
.,43,O
Analysis,44,O
of,44,O
fetal,44,O
tissues,44,O
following,44,O
prostaglandin,44,O
termination,44,O
of,44,O
this,44,O
pregnancy,44,O
confirmed,44,O
the,44,O
diagnosis,44,O
.,44,O
Assay,45,O
of,45,O
fetal-skin,45,O
fibroblasts,45,O
with,45,O
14C-triolein,45,O
",",45,O
as,45,O
well,45,O
as,45,O
with,45,O
artificial,45,O
substrates,45,O
",",45,O
showed,45,O
marked,45,O
deficiency,45,O
of,45,O
acid,45,O
lipase,45,O
activity,45,O
.,45,O
Electrophoresis,46,O
of,46,O
fetal-tissue,46,O
extracts,46,O
also,46,O
demonstrated,46,O
the,46,O
absence,46,O
of,46,O
the,46,O
A,46,O
form,46,O
of,46,O
acid,46,O
lipase,46,O
.,46,O
Amniotic-fluid,47,O
cells,47,O
from,47,O
patient,47,O
2,47,O
showed,47,O
normal,47,O
levels,47,O
of,47,O
acid,47,O
lipase,47,O
with,47,O
all,47,O
substrates,47,O
tested,47,O
;,47,O
the,47,O
electrophoretic,47,O
pattern,47,O
of,47,O
acid,47,O
lipase,47,O
was,47,O
normal,47,O
.,47,O
The,48,O
results,48,O
suggest,48,O
that,48,O
the,48,O
prenatal,48,O
diagnosis,48,O
of,48,O
Wolman,48,B-SpecificDisease
disease,48,I-SpecificDisease
be,48,O
made,48,O
using,48,O
the,48,O
radioassay,48,O
of,48,O
acid,48,O
lipase,48,O
and/or,48,O
electrophoresis,48,O
..,48,O
Striking,49,O
prevalence,49,O
of,49,O
ankylosing,49,B-SpecificDisease
spondylitis,49,I-SpecificDisease
in,49,O
``,49,O
healthy,49,O
'',49,O
w27,49,O
positive,49,O
males,49,O
and,49,O
females,49,O
.,49,O
Ankylosing,50,B-SpecificDisease
spondylitis,50,I-SpecificDisease
is,50,O
diagnosed,50,O
once,50,O
or,50,O
twice,50,O
in,50,O
each,50,O
1000,50,O
males,50,O
and,50,O
one,50,O
tenth,50,O
as,50,O
frequently,50,O
in,50,O
females,50,O
",",50,O
but,50,O
the,50,O
true,50,O
prevalence,50,O
is,50,O
unknown,50,O
.,50,O
Indentification,51,O
of,51,O
genetic,51,O
marker,51,O
",",51,O
HL-A,51,O
W27,51,O
",",51,O
for,51,O
susceptible,51,O
persons,51,O
has,51,O
provided,51,O
a,51,O
tool,51,O
facilitating,51,O
epidemiologic,51,O
studies,51,O
and,51,O
allowing,51,O
identification,51,O
of,51,O
``,51,O
control,51,O
``,51,O
populations,51,O
without,51,O
the,51,O
marker,51,O
.,51,O
Evaluation,52,O
by,52,O
postal,52,O
questionnaires,52,O
",",52,O
and,52,O
pelvic,52,O
radiography,52,O
of,52,O
78,52,O
HL-A,52,O
27W-positive,52,O
blood,52,O
donors,52,O
selected,52,O
from,52,O
a,52,O
group,52,O
of,52,O
apparently,52,O
healthy,52,O
subjects,52,O
revealed,52,O
14,52,O
who,52,O
satisfied,52,O
the,52,O
criteria,52,O
for,52,O
definite,52,O
ankylosing,52,B-SpecificDisease
spondylitis,52,I-SpecificDisease
.,52,O
The,53,O
prevalence,53,O
was,53,O
similar,53,O
in,53,O
both,53,O
sexes,53,O
.,53,O
One,54,O
hundred,54,O
and,54,O
twenty-six,54,O
W27-negative,54,O
controls,54,O
matched,54,O
for,54,O
race,54,O
",",54,O
sex,54,O
",",54,O
and,54,O
age,54,O
failed,54,O
to,54,O
yield,54,O
a,54,O
single,54,O
case,54,O
.,54,O
For,55,O
a,55,O
person,55,O
of,55,O
either,55,O
sex,55,O
with,55,O
HL-A,55,O
W27,55,O
",",55,O
there,55,O
appears,55,O
to,55,O
be,55,O
about,55,O
a,55,O
20,55,O
per,55,O
cent,55,O
chance,55,O
that,55,O
ankylosing,55,B-SpecificDisease
spondylitis,55,I-SpecificDisease
will,55,O
develop,55,O
",",55,O
suggesting,55,O
a,55,O
prevalence,55,O
of,55,O
10,55,O
to,55,O
15,55,O
per,55,O
thousand,55,O
.,55,O
Hitherto,56,O
accepted,56,O
figures,56,O
may,56,O
underestimate,56,O
the,56,O
frequency,56,O
by,56,O
a,56,O
factor,56,O
of,56,O
10,56,O
to,56,O
20,56,O
..,56,O
Linkage,57,O
of,57,O
gene,57,O
for,57,O
C2,57,B-SpecificDisease
deficiency,57,I-SpecificDisease
and,57,O
the,57,O
major,57,O
histocompatibility,57,O
complex,57,O
MHC,57,O
in,57,O
man,57,O
.,57,O
Family,58,O
study,58,O
of,58,O
a,58,O
further,58,O
case,58,O
.,58,O
Close,59,O
linkage,59,O
between,59,O
HL-A,59,O
and,59,O
C2,59,B-SpecificDisease
deficiency,59,I-SpecificDisease
was,59,O
first,59,O
reported,59,O
by,59,O
FU,59,O
and,59,O
co-workers,59,O
in,59,O
1974,59,O
.,59,O
We,60,O
present,60,O
here,60,O
a,60,O
pedigree,60,O
of,60,O
a,60,O
31-year-old,60,O
C2-deficient,60,B-Modifier
individual,60,O
with,60,O
clinical,60,O
manifestations,60,O
of,60,O
Hodgkins,60,B-SpecificDisease
disease,60,I-SpecificDisease
.,60,O
The,61,O
following,61,O
markers,61,O
were,61,O
tested,61,O
C2,61,O
levels,61,O
",",61,O
factor,61,O
B,61,O
polymorphism,61,O
",",61,O
blood,61,O
groups,61,O
",",61,O
and,61,O
enzyme,61,O
typing,61,O
.,61,O
In,62,O
addition,62,O
to,62,O
close,62,O
linkage,62,O
between,62,O
HL-A,62,O
and,62,O
C2,62,B-SpecificDisease
deficiency,62,I-SpecificDisease
",",62,O
both,62,O
parents,62,O
were,62,O
heterozygous,62,O
for,62,O
Bf,62,O
(,62,O
HL-A,62,O
linked,62,O
",",62,O
electrophoretic,62,O
variation,62,O
of,62,O
B,62,O
),62,O
.,62,O
The,63,O
two,63,O
HL-A,63,O
haplotypes,63,O
closely,63,O
linked,63,O
to,63,O
C2,63,B-SpecificDisease
deficiency,63,I-SpecificDisease
are,63,O
different,63,O
2,63,O
",",63,O
W18,63,O
and,63,O
W24,63,O
",",63,O
W18,63,O
.,63,O
They,64,O
share,64,O
",",64,O
however,64,O
",",64,O
the,64,O
SD2,64,O
antigen,64,O
W18,64,O
and,64,O
the,64,O
LD,64,O
type,64,O
7a,64,O
..,64,O
[,65,O
Genetic,65,O
heterogeneity,65,O
of,65,O
G6PD,65,B-SpecificDisease
deficiency,65,I-SpecificDisease
:,65,O
mutant,65,O
alleles,65,O
of,65,O
G6PD,65,O
in,65,O
the,65,O
Shekii,65,O
district,65,O
of,65,O
Azerbaijan,65,O
],65,O
Examination,65,O
on,65,O
G6PD,65,B-SpecificDisease
deficiency,65,I-SpecificDisease
in,65,O
349,65,O
patients,65,O
of,65,O
Shekii,65,O
district,65,O
hospital,65,O
(,65,O
Azerbaijan,65,O
),65,O
revealed,65,O
16,65,O
hemi-,65,O
",",65,O
4,65,O
homo-,65,O
and,65,O
9,65,O
heterozygotic,65,O
carriers,65,O
of,65,O
the,65,O
defect,65,O
.,65,O
Gd-,66,O
frequency,66,O
",",66,O
calculated,66,O
from,66,O
the,66,O
data,66,O
obtained,66,O
(,66,O
7,66,O
.,66,O
7,67,O
%,67,O
),67,O
",",67,O
may,67,O
be,67,O
compared,67,O
to,67,O
neighbouring,67,O
regions,67,O
frequencies,67,O
(,67,O
6-30,67,O
%,67,O
),67,O
.,67,O
Carriers,68,O
of,68,O
G6PD,68,B-SpecificDisease
deficiency,68,I-SpecificDisease
are,68,O
residents,68,O
of,68,O
11,68,O
villages,68,O
located,68,O
in,68,O
Alasani-Aphtalan,68,O
valley,68,O
",",68,O
highly,68,O
endemic,68,O
with,68,O
malaria,68,B-SpecificDisease
in,68,O
the,68,O
past,68,O
;,68,O
nearly,68,O
all,68,O
marriages,68,O
are,68,O
endogamic,68,O
.,68,O
Physico-chemical,69,O
and,69,O
kinetic,69,O
study,69,O
of,69,O
10,69,O
mutant,69,O
forms,69,O
of,69,O
G6PD,69,O
",",69,O
according,69,O
to,69,O
WHO,69,O
program,69,O
",",69,O
led,69,O
to,69,O
identification,69,O
of,69,O
5,69,O
variants,69,O
of,69,O
the,69,O
II,69,O
class,69,O
(,69,O
Shekii,69,O
",",69,O
Bideiz,69,O
",",69,O
Shirin-Bulakh,69,O
",",69,O
Okhut,69,O
I,69,O
and,69,O
Zakataly,69,O
),69,O
and,69,O
2,69,O
variants,69,O
of,69,O
the,69,O
III,69,O
class,69,O
(,69,O
Okhut,69,O
II,69,O
and,69,O
Martinique-like,69,O
),69,O
.,69,O
Resemblance,70,O
of,70,O
the,70,O
majority,70,O
of,70,O
variants,70,O
in,70,O
electrophoretic,70,O
mobility,70,O
and,70,O
the,70,O
level,70,O
of,70,O
erythrocyte,70,O
enzyme,70,O
activity,70,O
permit,70,O
to,70,O
suggest,70,O
the,70,O
existence,70,O
of,70,O
a,70,O
common,70,O
parental,70,O
mutant,70,O
G6PD,70,O
allele,70,O
distributed,70,O
in,70,O
this,70,O
area,70,O
.,70,O
Linkage,71,O
relationship,71,O
of,71,O
C2,71,B-SpecificDisease
deficiency,71,I-SpecificDisease
",",71,O
HLA,71,O
and,71,O
glyoxalase,71,O
I,71,O
loci,71,O
.,71,O
Immunogenetic,72,O
analysis,72,O
of,72,O
a,72,O
homozygous,72,O
C2-deficient,72,B-Modifier
individual,72,O
and,72,O
family,72,O
members,72,O
demonstrated,72,O
linkage,72,O
of,72,O
HLA-A25,72,O
",",72,O
B18,72,O
and,72,O
C2o,72,O
.,72,O
HLA-D,73,O
typing,73,O
showed,73,O
that,73,O
5,73,O
members,73,O
typed,73,O
with,73,O
homozygous,73,O
Dw2,73,O
typing,73,O
cells,73,O
from,73,O
an,73,O
individual,73,O
with,73,O
C2,73,B-SpecificDisease
deficiency,73,I-SpecificDisease
but,73,O
not,73,O
with,73,O
Dw2,73,O
typing,73,O
cells,73,O
from,73,O
2,73,O
individuals,73,O
with,73,O
normal,73,O
C2,73,O
.,73,O
The,74,O
homozygous,74,O
C2-deficient,74,B-Modifier
propositus,74,O
and,74,O
brother,74,O
were,74,O
HLA-A,74,O
and,74,O
B,74,O
homozygous,74,O
but,74,O
heterozygous,74,O
at,74,O
the,74,O
HLA-D,74,O
and,74,O
glyoxalase,74,O
I,74,O
loci,74,O
.,74,O
Therefore,75,O
",",75,O
in,75,O
this,75,O
family,75,O
",",75,O
the,75,O
C2o,75,O
gene,75,O
is,75,O
linked,75,O
with,75,O
two,75,O
distinct,75,O
haplotypes,75,O
HLA-A25,75,O
",",75,O
B18,75,O
",",75,O
Dw2,75,O
",",75,O
GLO1,75,O
and,75,O
HLA-A25,75,O
",",75,O
B18,75,O
",",75,O
D,75,O
unknown,75,O
",",75,O
GL02,75,O
.,75,O
These,76,O
results,76,O
could,76,O
be,76,O
explained,76,O
by,76,O
an,76,O
ancestral,76,O
recombinant,76,O
event,76,O
",",76,O
which,76,O
occurred,76,O
