words,sentence_id,labels
alpha,20,O
activity,20,O
in,20,O
the,20,O
EEG,20,O
.,20,O
The,21,O
fourth,21,O
patient,21,O
who,21,O
was,21,O
unconscious,21,O
after,21,O
chlormethiazole,21,B-Chemical
administration,21,O
exhibite,21,O
generalized,21,O
non-reactive,21,O
activity,21,O
in,21,O
the,21,O
slow,21,O
beta,21,O
range,21,O
.,21,O
All,22,O
four,22,O
recovered,22,O
completely,22,O
without,22,O
neurological,22,B-Disease
sequelae,22,I-Disease
following,22,O
the,22,O
withdrawal,22,O
of,22,O
the,22,O
offending,22,O
agents,22,O
.,22,O
The,23,O
similarities,23,O
between,23,O
the,23,O
effects,23,O
of,23,O
structural,23,O
lesions,23,O
and,23,O
pharmacological,23,O
depression,23,B-Disease
of,23,O
the,23,O
brain,23,O
stem,23,O
reticular,23,O
formation,23,O
are,23,O
discussed,23,O
.,23,O
It,24,O
is,24,O
suggested,24,O
that,24,O
in,24,O
both,24,O
situations,24,O
disturbed,24,O
reticulo-thalamic,24,O
interactions,24,O
are,24,O
important,24,O
in,24,O
the,24,O
pathogenesis,24,O
of,24,O
alpha,24,O
coma,24,B-Disease
.,24,O
It,25,O
is,25,O
concluded,25,O
that,25,O
when,25,O
this,25,O
electroencephalographic,25,O
and,25,O
behavioural,25,O
picture,25,O
is,25,O
seen,25,O
in,25,O
drug,25,O
intoxication,25,O
",",25,O
in,25,O
the,25,O
absence,25,O
of,25,O
significant,25,O
hypoxaemia,25,B-Disease
",",25,O
a,25,O
favourable,25,O
outcome,25,O
may,25,O
be,25,O
anticipated,25,O
.,25,O
Effect,26,O
of,26,O
humoral,26,O
modulators,26,O
of,26,O
morphine-induced,26,B-Chemical
increase,26,B-Disease
in,26,I-Disease
locomotor,26,I-Disease
activity,26,I-Disease
of,26,O
mice,26,O
.,26,O
The,27,O
effect,27,O
of,27,O
humoral,27,O
modulators,27,O
on,27,O
the,27,O
morphine-induced,27,B-Chemical
increase,27,B-Disease
in,27,I-Disease
locomotor,27,I-Disease
activity,27,I-Disease
of,27,O
mice,27,O
was,27,O
studied,27,O
.,27,O
The,28,O
subcutaneous,28,O
administration,28,O
of,28,O
10,28,O
mg/kg,28,O
of,28,O
morphine-HC1,28,B-Chemical
produced,28,O
a,28,O
marked,28,O
increase,28,B-Disease
in,28,I-Disease
locomotor,28,I-Disease
activity,28,I-Disease
in,28,O
mice,28,O
.,28,O
The,29,O
morphine-induced,29,B-Chemical
hyperactivity,29,B-Disease
was,29,O
potentiated,29,O
by,29,O
scopolamine,29,B-Chemical
and,29,O
attenuated,29,O
by,29,O
physostigmine,29,B-Chemical
.,29,O
In,30,O
contrast,30,O
",",30,O
both,30,O
methscopolamine,30,B-Chemical
and,30,O
neostigmine,30,B-Chemical
",",30,O
which,30,O
do,30,O
not,30,O
penetrate,30,O
the,30,O
blood-brain,30,O
barrier,30,O
",",30,O
had,30,O
no,30,O
effect,30,O
on,30,O
the,30,O
hyperactivity,30,B-Disease
produced,30,O
by,30,O
morphine,30,B-Chemical
.,30,O
Pretreatment,31,O
of,31,O
mice,31,O
with,31,O
alpha-methyltyrosine,31,B-Chemical
(,31,O
20,31,O
mg/kg,31,O
i.p.,31,O
",",31,O
one,31,O
hour,31,O
),31,O
",",31,O
an,31,O
inhibitor,31,O
of,31,O
tyrosine,31,B-Chemical
hydroxylase,31,O
",",31,O
significantly,31,O
decreased,31,O
the,31,O
activity-increasing,31,O
effects,31,O
of,31,O
morphine,31,B-Chemical
.,31,O
On,32,O
the,32,O
other,32,O
hand,32,O
",",32,O
pretreatment,32,O
with,32,O
p-chlorophenylalamine,32,B-Chemical
(,32,O
3,32,O
X,32,O
320,32,O
mg/kg,32,O
i.p.,32,O
",",32,O
24,32,O
hr,32,O
),32,O
",",32,O
a,32,O
serotonin,32,B-Chemical
depletor,32,O
",",32,O
caused,32,O
no,32,O
significant,32,O
change,32,O
in,32,O
the,32,O
hyperactivity,32,B-Disease
.,32,O
The,33,O
study,33,O
suggests,33,O
that,33,O
the,33,O
activity-increasing,33,O
effects,33,O
of,33,O
morphine,33,B-Chemical
are,33,O
mediated,33,O
by,33,O
the,33,O
release,33,O
of,33,O
catecholamines,33,B-Chemical
from,33,O
adrenergic,33,O
neurons,33,O
in,33,O
the,33,O
brain,33,O
.,33,O
And,34,O
the,34,O
results,34,O
are,34,O
consistent,34,O
with,34,O
the,34,O
hypothesis,34,O
that,34,O
morphine,34,B-Chemical
acts,34,O
by,34,O
retarding,34,O
the,34,O
release,34,O
of,34,O
acetylcholine,34,B-Chemical
at,34,O
some,34,O
central,34,O
cholinergic,34,O
synapses,34,O
.,34,O
It,35,O
is,35,O
also,35,O
suggested,35,O
from,35,O
collected,35,O
evidence,35,O
that,35,O
the,35,O
activity-increasing,35,O
effects,35,O
of,35,O
morphine,35,B-Chemical
in,35,O
mice,35,O
are,35,O
mediated,35,O
by,35,O
mechanisms,35,O
different,35,O
from,35,O
those,35,O
which,35,O
mediate,35,O
the,35,O
activity-increasing,35,O
effects,35,O
of,35,O
morphine,35,B-Chemical
in,35,O
rats,35,O
.,35,O
A,36,O
pyridoxine-dependent,36,B-Chemical
behavioral,36,B-Disease
disorder,36,I-Disease
unmasked,36,O
by,36,O
isoniazid,36,B-Chemical
.,36,O
A,37,O
3-year-old,37,O
girl,37,O
had,37,O
behavioral,37,B-Disease
deterioration,37,I-Disease
",",37,O
with,37,O
hyperkinesis,37,B-Disease
",",37,O
irritability,37,B-Disease
",",37,O
and,37,O
sleeping,37,B-Disease
difficulties,37,I-Disease
after,37,O
the,37,O
therapeutic,37,O
administration,37,O
of,37,O
isoniazid,37,B-Chemical
.,37,O
The,38,O
administration,38,O
of,38,O
pharmacologic,38,O
doses,38,O
of,38,O
pyridoxine,38,B-Chemical
hydrochloride,38,I-Chemical
led,38,O
to,38,O
a,38,O
disappearance,38,O
of,38,O
symptoms,38,O
.,38,O
After,39,O
discontinuing,39,O
isoniazid,39,B-Chemical
therapy,39,O
a,39,O
similar,39,O
pattern,39,O
of,39,O
behavior,39,O
was,39,O
noted,39,O
that,39,O
was,39,O
controlled,39,O
by,39,O
pyridoxine,39,B-Chemical
.,39,O
A,40,O
placebo,40,O
had,40,O
no,40,O
effect,40,O
",",40,O
but,40,O
niacinamide,40,B-Chemical
was,40,O
as,40,O
effective,40,O
as,40,O
pyridoxine,40,B-Chemical
.,40,O
Periodic,41,O
withdrawal,41,O
of,41,O
pyridoxine,41,B-Chemical
was,41,O
associated,41,O
with,41,O
return,41,O
of,41,O
the,41,O
hyperkinesis,41,B-Disease
.,41,O
The,42,O
level,42,O
of,42,O
pyridoxal,42,B-Chemical
in,42,O
the,42,O
blood,42,O
was,42,O
normal,42,O
during,42,O
the,42,O
periods,42,O
of,42,O
relapse,42,O
.,42,O
Metabolic,43,O
studies,43,O
suggested,43,O
a,43,O
block,43,O
in,43,O
the,43,O
kynurenine,43,B-Chemical
pathway,43,O
of,43,O
tryptophan,43,B-Chemical
metabolism,43,O
.,43,O
The,44,O
patient,44,O
has,44,O
been,44,O
followed,44,O
for,44,O
six,44,O
years,44,O
and,44,O
has,44,O
required,44,O
pharmacologic,44,O
doses,44,O
of,44,O
pyridoxine,44,B-Chemical
to,44,O
control,44,O
her,44,O
behavior,44,O
.,44,O
Perhexiline,45,B-Chemical
maleate,45,I-Chemical
and,45,O
peripheral,45,B-Disease
neuropathy,45,I-Disease
.,45,O
Peripheral,46,B-Disease
neuropathy,46,I-Disease
has,46,O
been,46,O
noted,46,O
as,46,O
a,46,O
complication,46,O
of,46,O
therapy,46,O
with,46,O
perhexiline,46,B-Chemical
maleate,46,I-Chemical
",",46,O
a,46,O
drug,46,O
widely,46,O
used,46,O
in,46,O
France,46,O
(,46,O
and,46,O
in,46,O
clinical,46,O
trials,46,O
in,46,O
the,46,O
United,46,O
States,46,O
),46,O
for,46,O
the,46,O
prophylactic,46,O
treatment,46,O
of,46,O
angina,46,B-Disease
pectoris,46,I-Disease
.,46,O
In,47,O
24,47,O
patients,47,O
with,47,O
this,47,O
complication,47,O
",",47,O
the,47,O
marked,47,O
slowing,47,O
of,47,O
motor,47,O
nerve,47,O
conduction,47,O
velocity,47,O
and,47,O
the,47,O
electromyographic,47,O
changes,47,O
imply,47,O
mainly,47,O
a,47,O
demyelinating,47,B-Disease
disorder,47,I-Disease
.,47,O
Improvement,48,O
was,48,O
noted,48,O
with,48,O
cessation,48,O
of,48,O
therapy,48,O
.,48,O
In,49,O
a,49,O
few,49,O
cases,49,O
the,49,O
presence,49,O
of,49,O
active,49,O
denervation,49,O
signified,49,O
a,49,O
poor,49,O
prognosis,49,O
",",49,O
with,49,O
only,49,O
slight,49,O
improvement,49,O
.,49,O
The,50,O
underlying,50,O
mechanism,50,O
causing,50,O
the,50,O
neuropathy,50,B-Disease
is,50,O
not,50,O
yet,50,O
fully,50,O
known,50,O
",",50,O
although,50,O
some,50,O
evidence,50,O
indicates,50,O
that,50,O
it,50,O
may,50,O
be,50,O
a,50,O
lipid,50,O
storage,50,O
process,50,O
.,50,O
Naloxone,51,B-Chemical
reverses,51,O
the,51,O
antihypertensive,51,O
effect,51,O
of,51,O
clonidine,51,B-Chemical
.,51,O
In,52,O
unanesthetized,52,O
",",52,O
spontaneously,52,O
hypertensive,52,B-Disease
rats,52,O
the,52,O
decrease,52,O
in,52,O
blood,52,O
pressure,52,O
and,52,O
heart,52,O
rate,52,O
produced,52,O
by,52,O
intravenous,52,O
clonidine,52,B-Chemical
",",52,O
5,52,O
to,52,O
20,52,O
micrograms/kg,52,O
",",52,O
was,52,O
inhibited,52,O
or,52,O
reversed,52,O
by,52,O
nalozone,52,B-Chemical
",",52,O
0.2,52,O
to,52,O
2,52,O
mg/kg,52,O
.,52,O
The,53,O
hypotensive,53,B-Disease
effect,53,O
of,53,O
100,53,O
mg/kg,53,O
alpha-methyldopa,53,B-Chemical
was,53,O
also,53,O
partially,53,O
reversed,53,O
by,53,O
naloxone,53,B-Chemical
.,53,O
Naloxone,54,B-Chemical
alone,54,O
did,54,O
not,54,O
affect,54,O
either,54,O
blood,54,O
pressure,54,O
or,54,O
heart,54,O
rate,54,O
.,54,O
In,55,O
brain,55,O
membranes,55,O
from,55,O
spontaneously,55,O
hypertensive,55,B-Disease
rats,55,O
clonidine,55,B-Chemical
",",55,O
10,55,O
(,55,O
-8,55,O
),55,O
to,55,O
10,55,O
(,55,O
-5,55,O
),55,O
M,55,O
",",55,O
did,55,O
not,55,O
influence,55,O
stereoselective,55,O
binding,55,O
of,55,O
[,55,B-Chemical
3H,55,I-Chemical
],55,I-Chemical
-naloxone,55,I-Chemical
(,55,O
8,55,O
nM,55,O
),55,O
",",55,O
and,55,O
naloxone,55,B-Chemical
",",55,O
10,55,O
(,55,O
-8,55,O
),55,O
to,55,O
10,55,O
(,55,O
-4,55,O
),55,O
M,55,O
",",55,O
did,55,O
not,55,O
influence,55,O
clonidine-suppressible,55,B-Chemical
binding,55,O
of,55,O
[,55,B-Chemical
3H,55,I-Chemical
],55,I-Chemical
-dihydroergocryptine,55,I-Chemical
(,55,O
1,55,O
nM,55,O
),55,O
.,55,O
These,56,O
findings,56,O
indicate,56,O
that,56,O
in,56,O
spontaneously,56,O
hypertensive,56,B-Disease
rats,56,O
the,56,O
effects,56,O
of,56,O
central,56,O
alpha-adrenoceptor,56,O
stimulation,56,O
involve,56,O
activation,56,O
of,56,O
opiate,56,O
receptors,56,O
.,56,O
As,57,O
naloxone,57,B-Chemical
and,57,O
clonidine,57,B-Chemical
do,57,O
not,57,O
appear,57,O
to,57,O
interact,57,O
with,57,O
the,57,O
same,57,O
receptor,57,O
site,57,O
",",57,O
the,57,O
observed,57,O
functional,57,O
antagonism,57,O
suggests,57,O
the,57,O
release,57,O
of,57,O
an,57,O
endogenous,57,O
opiate,57,O
by,57,O
clonidine,57,B-Chemical
or,57,O
alpha-methyldopa,57,B-Chemical
and,57,O
the,57,O
possible,57,O
role,57,O
of,57,O
the,57,O
opiate,57,O
in,57,O
the,57,O
central,57,O
control,57,O
of,57,O
sympathetic,57,O
tone,57,O
.,57,O
Neurotoxicity,58,B-Disease
of,58,O
halogenated,58,B-Chemical
hydroxyquinolines,58,I-Chemical
:,58,O
clinical,58,O
analysis,58,O
of,58,O
cases,58,O
reported,58,O
outside,58,O
Japan,58,O
.,58,O
An,59,O
analysis,59,O
is,59,O
presented,59,O
of,59,O
220,59,O
cases,59,O
of,59,O
possible,59,O
neurotoxic,59,B-Disease
reactions,59,O
to,59,O
halogenated,59,B-Chemical
hydroxyquinolines,59,I-Chemical
reported,59,O
from,59,O
outside,59,O
Japan,59,O
.,59,O
In,60,O
80,60,O
cases,60,O
insufficient,60,O
information,60,O
was,60,O
available,60,O
for,60,O
adequate,60,O
comment,60,O
and,60,O
in,60,O
29,60,O
a,60,O
relationship,60,O
to,60,O
the,60,O
administration,60,O
of,60,O
clioquinol,60,B-Chemical
could,60,O
be,60,O
excluded,60,O
.,60,O
Of,61,O
the,61,O
remainder,61,O
",",61,O
a,61,O
relationship,61,O
to,61,O
clioquinol,61,B-Chemical
was,61,O
considered,61,O
probable,61,O
in,61,O
42,61,O
and,61,O
possible,61,O
in,61,O
69,61,O
cases,61,O
.,61,O
In,62,O
six,62,O
of,62,O
the,62,O
probable,62,O
cases,62,O
the,62,O
neurological,62,B-Disease
disturbance,62,I-Disease
consisted,62,O
of,62,O
an,62,O
acute,62,O
reversible,62,O
encephalopathy,62,B-Disease
usually,62,O
related,62,O
to,62,O
the,62,O
ingestion,62,O
of,62,O
a,62,O
high,62,O
dose,62,O
of,62,O
clioquinol,62,B-Chemical
over,62,O
a,62,O
short,62,O
period,62,O
.,62,O
The,63,O
most,63,O
common,63,O
manifestation,63,O
",",63,O
observed,63,O
in,63,O
15,63,O
further,63,O
cases,63,O
",",63,O
was,63,O
isolated,63,O
optic,63,B-Disease
atrophy,63,I-Disease
.,63,O
This,64,O
was,64,O
most,64,O
frequently,64,O
found,64,O
in,64,O
children,64,O
",",64,O
many,64,O
of,64,O
whom,64,O
had,64,O
received,64,O
clioquinol,64,B-Chemical
as,64,O
treatment,64,O
for,64,O
acrodermatitis,64,B-Disease
enteropathica,64,I-Disease
.,64,O
In,65,O
the,65,O
remaining,65,O
cases,65,O
",",65,O
a,65,O
combination,65,O
of,65,O
myelopathy,65,B-Disease
",",65,O
visual,65,B-Disease
disturbance,65,I-Disease
",",65,O
and,65,O
peripheral,65,B-Disease
neuropathy,65,I-Disease
was,65,O
the,65,O
most,65,O
common,65,O
manifestation,65,O
.,65,O
Isolated,66,O
myelopathy,66,B-Disease
or,66,O
peripheral,66,B-Disease
neuropathy,66,I-Disease
",",66,O
or,66,O
these,66,O
manifestations,66,O
occurring,66,O
together,66,O
",",66,O
were,66,O
infrequent,66,O
.,66,O
The,67,O
onset,67,O
of,67,O
all,67,O
manifestations,67,O
(,67,O
except,67,O
toxic,67,O
encephalopathy,67,B-Disease
),67,O
was,67,O
usually,67,O
subacute,67,O
",",67,O
with,67,O
subsequent,67,O
partial,67,O
recovery,67,O
.,67,O
Older,68,O
subjects,68,O
tended,68,O
to,68,O
display,68,O
more,68,O
side,68,O
effects,68,O
.,68,O
The,69,O
full,69,O
syndrome,69,O
of,69,O
subacute,69,O
myelo-optic,69,O
neuropathy,69,O
was,69,O
more,69,O
frequent,69,O
in,69,O
women,69,O
",",69,O
but,69,O
they,69,O
tended,69,O
to,69,O
have,69,O
taken,69,O
greater,69,O
quantities,69,O
of,69,O
the,69,O
drug,69,O
.,69,O
Effects,70,O
of,70,O
aminophylline,70,B-Chemical
on,70,O
the,70,O
threshold,70,O
for,70,O
initiating,70,O
ventricular,70,B-Disease
fibrillation,70,I-Disease
during,70,O
respiratory,70,B-Disease
failure,70,I-Disease
.,70,O
Cardiac,71,B-Disease
arrhythmias,71,I-Disease
have,71,O
frequently,71,O
been,71,O
reported,71,O
in,71,O
association,71,O
with,71,O
respiratory,71,B-Disease
failure,71,I-Disease
.,71,O
The,72,O
possible,72,O
additive,72,O
role,72,O
of,72,O
pharmacologic,72,O
agents,72,O
in,72,O
precipitating,72,O
cardiac,72,B-Disease
disturbances,72,I-Disease
in,72,O
patients,72,O
with,72,O
respiratory,72,B-Disease
failure,72,I-Disease
has,72,O
only,72,O
recently,72,O
been,72,O
emphasized,72,O
.,72,O
The,73,O
effects,73,O
of,73,O
aminophylline,73,B-Chemical
on,73,O
the,73,O
ventricular,73,B-Disease
fibrillation,73,I-Disease
threshold,73,O
during,73,O
normal,73,O
acid-base,73,O
conditions,73,O
and,73,O
during,73,O
respiratory,73,B-Disease
failure,73,I-Disease
were,73,O
studied,73,O
in,73,O
anesthetized,73,O
open,73,O
chest,73,O
dogs,73,O
.,73,O
The,74,O
ventricular,74,B-Disease
fibrillation,74,I-Disease
threshold,74,O
was,74,O
measured,74,O
by,74,O
passing,74,O
a,74,O
gated,74,O
train,74,O
of,74,O
12,74,O
constant,74,O
current,74,O
pulses,74,O
through,74,O
the,74,O
ventricular,74,O
myocardium,74,O
during,74,O
the,74,O
vulnerable,74,O
period,74,O
of,74,O
the,74,O
cardiac,74,O
cycle,74,O
.,74,O
During,75,O
the,75,O
infusion,75,O
of,75,O
aminophylline,75,B-Chemical
",",75,O
the,75,O
ventricular,75,B-Disease
fibrillation,75,I-Disease
threshold,75,O
was,75,O
reduced,75,O
by,75,O
30,75,O
to,75,O
40,75,O
percent,75,O
of,75,O
the,75,O
control,75,O
when,75,O
pH,75,O
and,75,O
partial,75,O
pressures,75,O
of,75,O
oxygen,75,B-Chemical
(,75,O
PO2,75,B-Chemical
),75,O
and,75,O
carbon,75,B-Chemical
dioxide,75,I-Chemical
(,75,O
CO2,75,B-Chemical
),75,O
were,75,O
kept,75,O
within,75,O
normal,75,O
limits,75,O
.,75,O
When,76,O
respiratory,76,B-Disease
failure,76,I-Disease
was,76,O
produced,76,O
by,76,O
hypoventilation,76,B-Disease
(,76,O
pH,76,O
7.05,76,O
to,76,O
7.25,76,O
;,76,O
PC02,76,O
70,76,O
to,76,O
100,76,O
mm,76,O
Hg,76,O
:,76,O
P02,76,O
20,76,O
to,76,O
40,76,O
mm,76,O
Hg,76,O
),76,O
",",76,O
infusion,76,O
of,76,O
aminophylline,76,B-Chemical
resulted,76,O
in,76,O
an,76,O
even,76,O
greater,76,O
decrease,76,O
in,76,O
ventricular,76,B-Disease
fibrillation,76,I-Disease
threshold,76,O
to,76,O
60,76,O
percent,76,O
of,76,O
the,76,O
control,76,O
level,76,O
.,76,O
These,77,O
experiments,77,O
suggest,77,O
that,77,O
although,77,O
many,77,O
factors,77,O
may,77,O
contribute,77,O
to,77,O
the,77,O
increased,77,O
incidence,77,O
of,77,O
ventricular,77,B-Disease
arrhythmias,77,I-Disease
in,77,O
respiratory,77,B-Disease
failure,77,I-Disease
",",77,O
pharmacologic,77,O
agents,77,O
",",77,O
particularly,77,O
aminophylline,77,B-Chemical
",",77,O
may,77,O
play,77,O
a,77,O
significant,77,O
role,77,O
.,77,O
Pulmonary,78,O
shunt,78,O
and,78,O
cardiovascular,78,O
responses,78,O
to,78,O
CPAP,78,O
during,78,O
nitroprusside-induced,78,B-Chemical
hypotension,78,B-Disease
.,78,O
The,79,O
effects,79,O
of,79,O
continuous,79,O
positive,79,O
airway,79,O
pressure,79,O
(,79,O
CPAP,79,O
),79,O
on,79,O
cardiovascular,79,O
dynamics,79,O
and,79,O
pulmonary,79,O
shunt,79,O
(,79,O
QS/QT,79,O
),79,O
were,79,O
investigated,79,O
in,79,O
12,79,O
dogs,79,O
before,79,O
and,79,O
during,79,O
sodium,79,B-Chemical
nitroprusside,79,I-Chemical
infusion,79,O
that,79,O
decreased,79,O
mean,79,O
arterial,79,O
blood,79,O
pressure,79,O
40-50,79,O
per,79,O
cent,79,O
.,79,O
Before,80,O
nitroprusside,80,B-Chemical
infusion,80,O
",",80,O
5,80,O
cm,80,O
H2O,80,B-Chemical
CPAP,80,O
significantly,80,O
",",80,O
P,80,O
less,80,O
than,80,O
.05,80,O
",",80,O
decreased,80,O
arterial,80,O
blood,80,O
pressure,80,O
",",80,O
but,80,O
did,80,O
not,80,O
significantly,80,O
alter,80,O
heart,80,O
rate,80,O
",",80,O
cardiac,80,O
output,80,O
",",80,O
systemic,80,O
vascular,80,O
resistance,80,O
",",80,O
or,80,O
QS/QT,80,O
.,80,O
Ten,81,O
cm,81,O
H2O,81,B-Chemical
CPAP,81,O
before,81,O
nitroprusside,81,B-Chemical
infusion,81,O
produced,81,O
a,81,O
further,81,O
decrease,81,B-Disease
in,81,I-Disease
arterial,81,I-Disease
blood,81,I-Disease
pressure,81,I-Disease
and,81,O
significantly,81,O
increased,81,O
heart,81,O
rate,81,O
and,81,O
decreased,81,B-Disease
cardiac,81,I-Disease
output,81,I-Disease
and,81,O
QS/QT,81,O
.,81,O
Nitroprusside,82,B-Chemical
caused,82,O
significant,82,O
decreases,82,B-Disease
in,82,I-Disease
arterial,82,I-Disease
blood,82,I-Disease
pressure,82,I-Disease
and,82,O
systemic,82,O
vascular,82,O
resistance,82,O
and,82,O
increases,82,O
in,82,O
heart,82,O
rate,82,O
",",82,O
but,82,O
did,82,O
not,82,O
change,82,O
cardiac,82,O
output,82,O
or,82,O
QS/QT,82,O
.,82,O
Five,83,O
cm,83,O
H2O,83,B-Chemical
CPAP,83,O
during,83,O
nitroprusside,83,B-Chemical
did,83,O
not,83,O
further,83,O
alter,83,O
any,83,O
of,83,O
the,83,O
above-mentioned,83,O
variables,83,O
.,83,O
However,84,O
",",84,O
10,84,O
cm,84,O
H2O,84,B-Chemical
CPAP,84,O
decreased,84,O
arterial,84,O
blood,84,O
pressure,84,O
",",84,O
cardiac,84,O
output,84,O
",",84,O
and,84,O
QS/QT,84,O
.,84,O
These,85,O
data,85,O
indicate,85,O
that,85,O
nitroprusside,85,B-Chemical
infusion,85,O
rates,85,O
that,85,O
decrease,85,O
mean,85,O
arterial,85,O
blood,85,O
pressure,85,O
by,85,O
40-50,85,O
per,85,O
cent,85,O
do,85,O
not,85,O
change,85,O
cardiac,85,O
output,85,O
or,85,O
QS/QT,85,O
.,85,O
During,86,O
nitroprusside,86,B-Chemical
infusion,86,O
low,86,O
levels,86,O
of,86,O
CPAP,86,O
